Sample in Buffer,Sample in Window,TRIGGER,data_interface_chs_ctrl_inst/read_flag,data_interface_chs_ctrl_inst/ad_data1_en_c1r1_1,data_interface_chs_ctrl_inst/ad_data1_c1r1_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r2_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r3_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r4_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r5_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r6_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r7_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r8_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r8[30:19],data_interface_chs_ctrl_inst/calibrate_pulse_2,data_interface_chs_ctrl_inst/refresh_pulse_2,data_interface_chs_ctrl_inst/check_cnt_2[27:0],data_interface_chs_ctrl_inst/ad_data1_c3r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r8[30:19],data_interface_chs_ctrl_inst/addata1_cnt[16:0]
527,527,0,1,1,65,-45,-16,74,72,-64,59,-7,21,0,-48,-26,39,-18,-24,69,0,0,0,-22,-20,51,-55,41,7,-13,47,70,-62,33,-84,-71,68,-71,97,0,0,0,0,0,0,0,0,1460
528,528,0,1,1,52,-52,-18,61,75,-63,52,-3,31,-5,-34,-31,36,-2,-17,62,0,0,0,-27,-22,84,-36,46,-6,-16,51,58,-63,45,-71,-70,50,-78,97,0,0,0,0,0,0,0,0,1461
529,529,0,1,1,66,-44,-27,63,74,-72,53,-10,22,-3,-35,-25,44,-9,-36,56,0,0,0,-30,-21,57,-55,39,-4,-12,42,54,-67,44,-64,-76,63,-63,107,0,0,0,0,0,0,0,0,1462
530,530,0,1,1,67,-50,-3,75,83,-89,53,-4,30,-6,-45,-31,44,-4,-22,58,0,0,0,-26,-17,65,-65,33,5,-15,42,57,-51,43,-71,-58,71,-67,110,0,0,0,0,0,0,0,0,1463
531,531,0,1,1,83,-42,-10,75,91,-87,52,-8,12,-5,-48,-18,39,3,-20,52,0,0,0,-36,-26,56,-59,47,-6,-21,50,66,-67,46,-68,-94,49,-80,102,0,0,0,0,0,0,0,0,1464
532,532,0,1,1,4,0,6,-5,-3,-5,-5,-3,9,-1,-2,4,12,-8,3,-4,0,0,0,-1,13,-16,2,4,-11,-1,-9,44,-71,24,-79,-59,75,-61,111,0,0,0,0,0,0,0,0,1465
533,533,0,1,1,-67,44,19,-71,-90,67,-63,5,-28,1,34,29,-37,1,29,-73,0,0,0,27,14,-62,41,-37,-1,29,-56,-10,13,-16,0,33,2,13,11,0,0,0,0,0,0,0,0,1466
534,534,0,1,1,-1,5,-10,-11,-16,-5,0,1,-14,2,4,17,1,-4,-11,-9,0,0,0,-5,-13,-8,-4,2,-5,-6,-4,-50,62,-51,77,57,-74,56,-90,0,0,0,0,0,0,0,0,1467
535,535,0,1,1,66,-55,1,70,83,-89,53,-7,25,-9,-38,-27,48,12,-21,71,0,0,0,-36,-9,58,-46,31,-10,-28,43,-6,5,7,8,-5,0,0,1,0,0,0,0,0,0,0,0,1468
536,536,0,1,1,65,-50,-11,82,88,-76,51,-4,4,-2,-52,-20,39,-5,-24,63,0,0,0,-42,-23,35,-52,45,7,-8,47,68,-56,37,-65,-75,66,-66,98,0,0,0,0,0,0,0,0,1469
537,537,0,1,1,63,-43,-12,68,89,-68,53,-3,25,-6,-37,-18,30,1,-23,63,0,0,0,-27,-28,56,-52,34,-5,-21,39,61,-64,23,-68,-69,56,-72,110,0,0,0,0,0,0,0,0,0146a
538,538,0,1,1,69,-52,-17,73,80,-82,52,-8,22,-5,-41,-40,46,9,-22,63,0,0,0,-40,-29,68,-57,36,-4,-32,41,53,-53,40,-60,-63,65,-54,103,0,0,0,0,0,0,0,0,0146b
539,539,0,1,1,69,-41,-21,67,72,-71,52,-4,28,-3,-41,-21,46,-8,-20,55,0,0,0,-40,-19,61,-50,45,14,-13,38,53,-68,37,-65,-74,66,-71,115,0,0,0,0,0,0,0,0,0146c
540,540,0,1,1,69,-48,-9,61,85,-72,59,-9,24,-3,-36,-18,31,-1,-18,60,0,0,0,-21,-7,60,-57,38,-7,-8,45,54,-66,44,-53,-72,40,-65,89,0,0,0,0,0,0,0,0,0146d
541,541,0,1,1,61,-50,-15,75,70,-71,57,-3,0,1,-40,-45,45,-18,-28,57,0,0,0,-45,-11,54,-41,48,-4,-10,41,50,-80,43,-61,-68,66,-51,93,0,0,0,0,0,0,0,0,0146e
542,542,0,1,1,5,10,8,-1,-10,-2,-2,-1,1,-9,-3,0,6,-12,3,-14,0,0,0,-9,8,6,3,3,-4,9,-13,50,-79,30,-63,-72,65,-65,110,0,0,0,0,0,0,0,0,0146f
543,543,0,1,1,-80,41,14,-77,-86,62,-59,6,-9,4,37,24,-37,-7,34,-74,0,0,0,31,34,-78,36,-39,-7,16,-47,-1,4,-10,3,7,-16,11,-8,0,0,0,0,0,0,0,0,1470
544,544,0,1,1,-5,-3,2,-7,-13,-6,-1,3,10,-1,-10,-1,1,6,8,-1,0,0,0,-6,-1,0,4,3,4,5,1,-63,50,-44,67,84,-54,72,-89,0,0,0,0,0,0,0,0,1471
545,545,0,1,1,83,-43,-9,82,95,-89,61,-11,12,-10,-41,-21,46,-1,-30,75,0,0,0,-26,-33,68,-52,50,3,-19,51,23,-1,8,5,-17,5,-14,-4,0,0,0,0,0,0,0,0,1472
546,546,0,1,1,-16,-6,-3,23,11,-18,0,0,-5,1,7,-18,6,-17,-4,5,0,0,0,-4,5,-4,2,9,9,-7,-8,77,-67,50,-79,-86,54,-78,105,0,0,0,0,0,0,0,0,1473
547,547,0,1,1,-89,55,15,-88,-97,90,-63,3,-10,3,40,24,-48,15,37,-71,0,0,0,40,15,-58,61,-46,7,11,-43,-11,-8,-15,-8,4,6,9,15,0,0,0,0,0,0,0,0,1474
548,548,0,1,1,-77,56,3,-86,-85,84,-72,6,-21,0,47,28,-42,4,33,-63,0,0,0,37,9,-65,59,-45,4,14,-41,-63,72,-37,79,79,-83,68,-130,0,0,0,0,0,0,0,0,1475
549,549,0,1,1,-59,41,7,-67,-80,61,-50,5,-6,7,22,14,-28,-11,26,-61,0,0,0,20,26,-65,45,-43,-7,28,-51,-54,51,-32,85,66,-78,56,-103,0,0,0,0,0,0,0,0,1476
550,550,0,1,1,-71,51,11,-78,-78,75,-34,4,-22,4,35,15,-37,-5,20,-62,0,0,0,30,12,-56,44,-38,-3,20,-32,-51,55,-56,65,69,-51,53,-89,0,0,0,0,0,0,0,0,1477
551,551,0,1,1,-74,46,22,-70,-80,64,-45,2,-20,-3,41,31,-42,-8,16,-72,0,0,0,29,26,-52,50,-34,2,23,-43,-41,62,-28,65,68,-63,47,-113,0,0,0,0,0,0,0,0,1478
552,552,0,1,1,-58,36,21,-83,-84,67,-60,3,4,4,21,28,-28,2,32,-71,0,0,0,25,30,-72,37,-44,-7,11,-53,-60,43,-40,66,58,-56,65,-95,0,0,0,0,0,0,0,0,1479
553,553,0,1,1,-55,46,4,-72,-75,68,-60,7,-15,1,34,28,-33,-1,36,-58,0,0,0,17,11,-69,36,-42,-9,17,-47,-67,66,-44,59,83,-70,51,-100,0,0,0,0,0,0,0,0,0147a
554,554,0,1,1,-75,39,12,-65,-73,80,-39,4,-4,4,26,23,-37,-10,23,-69,0,0,0,36,26,-62,43,-35,5,37,-37,-46,66,-43,67,73,-64,58,-100,0,0,0,0,0,0,0,0,0147b
555,555,0,1,1,-88,41,-3,-76,-83,77,-58,11,-24,1,45,12,-34,-5,20,-59,0,0,0,32,11,-55,41,-46,3,21,-37,-51,58,-39,73,71,-75,65,-113,0,0,0,0,0,0,0,0,0147c
556,556,0,1,1,4,-1,-8,8,-17,-4,-4,-3,-25,0,11,13,-7,0,-10,-5,0,0,0,-11,-2,12,7,-10,4,5,-2,-52,74,-23,63,72,-70,46,-108,0,0,0,0,0,0,0,0,0147d
557,557,0,1,1,79,-55,-5,80,94,-76,65,-6,16,-1,-46,-24,38,-2,-39,65,0,0,0,-28,-18,71,-51,41,9,-11,48,9,10,1,-8,1,-1,-6,-7,0,0,0,0,0,0,0,0,0147e
558,558,0,1,1,7,2,4,9,14,-8,0,-2,13,-3,4,-4,5,-12,-7,-4,0,0,0,9,9,-9,-14,1,-12,2,0,55,-62,41,-68,-66,56,-74,91,0,0,0,0,0,0,0,0,0147f
559,559,0,1,1,-77,43,13,-82,-88,88,-49,4,-13,6,36,35,-38,-5,13,-81,0,0,0,40,30,-70,52,-48,3,22,-47,-11,-1,-14,-4,8,11,4,-4,0,0,0,0,0,0,0,0,1480
560,560,0,1,1,-26,-2,-10,-11,-8,-2,7,3,-20,-3,2,-7,-3,6,-6,8,0,0,0,-6,-18,18,17,-2,5,-3,7,-45,66,-38,83,68,-72,64,-105,0,0,0,0,0,0,0,0,1481
561,561,0,1,1,62,-49,-9,76,84,-96,62,-9,12,-7,-25,-27,41,8,-29,66,0,0,0,-52,-29,66,-37,44,-4,-21,53,13,1,10,-5,-4,12,-4,6,0,0,0,0,0,0,0,0,1482
562,562,0,1,1,67,-57,-5,88,98,-74,62,-1,5,-6,-39,-24,36,-11,-32,73,0,0,0,-39,-35,65,-48,41,3,-13,51,68,-45,48,-81,-74,72,-63,91,0,0,0,0,0,0,0,0,1483
563,563,0,1,1,53,-52,-13,77,80,-76,58,-9,-16,-5,-34,-28,20,-20,-31,61,0,0,0,-30,-23,60,-33,43,12,-17,55,66,-63,57,-65,-90,50,-66,111,0,0,0,0,0,0,0,0,1484
564,564,0,1,1,2,-12,2,-7,4,-14,4,0,9,3,1,-1,2,6,-1,-10,0,0,0,2,10,-4,1,4,-6,-13,8,61,-65,50,-72,-65,70,-47,113,0,0,0,0,0,0,0,0,1485
565,565,0,1,1,-63,37,2,-67,-86,66,-52,6,-5,0,31,28,-38,-6,36,-69,0,0,0,38,19,-68,38,-36,-8,20,-45,-3,2,3,5,-3,-1,10,-1,0,0,0,0,0,0,0,0,1486
566,566,0,1,1,-10,-5,3,-8,-5,-7,2,-2,-21,4,9,18,-6,-3,-2,-7,0,0,0,-15,-18,-3,9,9,6,13,7,-69,40,-46,69,72,-71,64,-92,0,0,0,0,0,0,0,0,1487
567,567,0,1,1,62,-57,-9,90,101,-79,56,-3,11,-2,-35,-28,59,3,-31,77,0,0,0,-44,-31,74,-57,50,-15,-17,54,14,-2,15,0,-6,10,-11,0,0,0,0,0,0,0,0,0,1488
568,568,0,1,1,-2,1,0,9,11,-7,3,-5,4,1,0,1,4,-12,0,-4,0,0,0,4,4,-18,-14,-1,9,-10,-6,68,-64,55,-79,-84,69,-87,99,0,0,0,0,0,0,0,0,1489
569,569,0,1,1,-75,52,17,-99,-92,78,-55,8,-4,6,36,38,-52,-2,28,-78,0,0,0,46,12,-71,50,-42,4,14,-58,-9,4,-8,7,11,-10,2,-5,0,0,0,0,0,0,0,0,0148a
570,570,0,1,1,-66,45,12,-71,-90,66,-58,2,-16,-3,30,19,-32,-3,27,-63,0,0,0,24,7,-56,37,-36,-11,24,-55,-63,77,-59,95,67,-66,83,-106,0,0,0,0,0,0,0,0,0148b
571,571,0,1,1,-57,43,23,-67,-80,63,-48,8,-6,5,23,24,-21,-2,21,-67,0,0,0,16,14,-59,41,-35,-4,23,-51,-43,60,-36,63,58,-55,52,-96,0,0,0,0,0,0,0,0,0148c
572,572,0,1,1,-68,28,-5,-71,-80,78,-46,5,6,3,18,23,-26,-7,23,-64,0,0,0,39,19,-56,44,-42,-3,21,-58,-53,54,-40,72,57,-68,42,-101,0,0,0,0,0,0,0,0,0148d
573,573,0,1,1,-63,37,3,-66,-84,68,-59,2,-13,3,27,20,-33,1,28,-57,0,0,0,27,18,-54,34,-43,4,9,-63,-43,59,-43,71,67,-66,59,-97,0,0,0,0,0,0,0,0,0148e
574,574,0,1,1,-52,45,18,-71,-77,75,-47,7,9,2,15,20,-26,13,23,-66,0,0,0,45,29,-61,45,-43,-13,15,-55,-36,71,-30,75,54,-60,66,-90,0,0,0,0,0,0,0,0,0148f
575,575,0,1,1,-66,36,10,-73,-70,76,-55,-2,5,-2,21,25,-30,-5,19,-68,0,0,0,41,23,-72,39,-40,7,24,-50,-65,57,-50,76,64,-79,58,-96,0,0,0,0,0,0,0,0,1490
576,576,0,1,1,-65,43,19,-65,-84,67,-62,8,-7,0,26,25,-39,-5,33,-65,0,0,0,28,20,-50,42,-31,5,21,-50,-51,53,-46,65,86,-59,50,-102,0,0,0,0,0,0,0,0,1491
577,577,0,1,1,-51,44,4,-72,-80,78,-47,2,-10,0,28,30,-33,-3,25,-62,0,0,0,30,17,-61,42,-47,-11,25,-62,-60,62,-41,72,58,-76,52,-109,0,0,0,0,0,0,0,0,1492
578,578,0,1,1,-4,11,-5,-16,-7,7,-4,1,-10,1,5,0,-11,10,-2,0,0,0,0,-10,-14,-9,2,-14,-6,-1,-6,-65,59,-40,57,71,-71,56,-98,0,0,0,0,0,0,0,0,1493
579,579,0,1,1,57,-42,-7,70,86,-73,68,0,6,-4,-37,-42,33,7,-28,67,0,0,0,-42,-24,69,-54,34,-4,-15,59,-7,11,-5,0,-10,12,-3,-8,0,0,0,0,0,0,0,0,1494
580,580,0,1,1,63,-51,-15,72,88,-69,59,-8,15,-3,-34,-29,34,-9,-30,68,0,0,0,-51,-19,70,-59,43,21,-8,54,63,-50,48,-78,-93,51,-76,88,0,0,0,0,0,0,0,0,1495
581,581,0,1,1,63,-50,-17,77,75,-77,50,-6,12,-5,-35,-16,17,-8,-30,60,0,0,0,-22,-10,51,-47,44,9,-17,55,65,-67,47,-69,-82,47,-56,93,0,0,0,0,0,0,0,0,1496
582,582,0,1,1,-11,-10,6,5,9,-8,10,1,0,-2,6,1,-6,-9,-15,1,0,0,0,12,4,-1,-8,1,-7,7,8,60,-54,39,-64,-72,53,-57,94,0,0,0,0,0,0,0,0,1497
583,583,0,1,1,-79,49,3,-81,-90,78,-64,8,-4,5,48,14,-47,6,27,-72,0,0,0,49,27,-64,53,-41,-6,15,-43,16,6,12,4,2,1,-12,-11,0,0,0,0,0,0,0,0,1498
584,584,0,1,1,-62,41,3,-81,-86,67,-52,4,-10,-1,34,28,-34,2,26,-65,0,0,0,44,37,-68,47,-44,-18,8,-57,-85,61,-46,81,72,-68,69,-108,0,0,0,0,0,0,0,0,1499
585,585,0,1,1,-54,39,26,-60,-79,52,-43,4,-22,3,28,21,-31,5,23,-59,0,0,0,14,24,-50,39,-45,-12,20,-50,-57,69,-51,63,81,-46,71,-84,0,0,0,0,0,0,0,0,0149a
586,586,0,1,1,-5,5,4,-4,-12,-2,-1,-2,6,3,-5,-3,-7,8,2,-7,0,0,0,-5,-1,-14,-1,-14,-3,-4,-12,-48,47,-47,71,55,-57,56,-99,0,0,0,0,0,0,0,0,0149b
587,587,0,1,1,63,-48,-15,71,88,-73,50,-3,22,-10,-39,-23,33,4,-27,78,0,0,0,-47,-30,49,-47,36,6,-14,38,-15,0,1,11,3,-8,-2,-6,0,0,0,0,0,0,0,0,0149c
588,588,0,1,1,73,-38,-11,83,88,-83,43,-6,20,-1,-33,-38,31,4,-24,64,0,0,0,-27,-21,59,-49,43,3,-28,49,73,-60,52,-69,-77,61,-74,101,0,0,0,0,0,0,0,0,0149d
589,589,0,1,1,59,-38,-19,58,72,-75,44,-5,15,-4,-31,-13,29,-4,-25,62,0,0,0,-24,-20,63,-46,37,-4,-25,44,57,-61,42,-69,-77,40,-71,81,0,0,0,0,0,0,0,0,0149e
590,590,0,1,1,55,-45,-20,64,76,-71,56,-5,6,-8,-28,-22,32,0,-26,65,0,0,0,-37,-23,55,-43,38,5,-12,52,56,-55,36,-61,-64,57,-56,93,0,0,0,0,0,0,0,0,0149f
591,591,0,1,1,55,-44,-14,53,82,-64,62,-9,35,-2,-22,-27,50,-7,-34,56,0,0,0,-21,-7,54,-45,38,4,-18,50,58,-64,46,-69,-81,54,-73,98,0,0,0,0,0,0,0,0,014a0
592,592,0,1,1,60,-53,-17,67,75,-73,58,-7,1,-5,-36,-29,43,-13,-35,70,0,0,0,-50,-28,70,-43,49,4,-3,61,56,-60,51,-47,-71,50,-65,82,0,0,0,0,0,0,0,0,014a1
593,593,0,1,1,50,-43,-11,70,62,-72,55,-9,-15,-6,-28,-34,29,-3,-23,58,0,0,0,-44,-30,49,-46,35,0,-22,32,64,-64,37,-62,-86,55,-62,108,0,0,0,0,0,0,0,0,014a2
594,594,0,1,1,58,-38,-10,65,69,-67,44,-7,8,-6,-27,-14,43,-8,-22,57,0,0,0,-28,-13,59,-51,33,-8,-21,42,60,-49,33,-71,-49,61,-56,105,0,0,0,0,0,0,0,0,014a3
595,595,0,1,1,74,-39,-13,79,90,-85,52,-1,4,-1,-33,-32,41,-6,-22,64,0,0,0,-58,-28,62,-49,49,-1,-18,53,55,-67,46,-66,-60,59,-66,94,0,0,0,0,0,0,0,0,014a4
596,596,0,1,1,-3,-2,2,-2,5,-14,2,-4,16,-2,8,-14,4,1,-2,2,0,0,0,7,3,-10,5,-1,1,-1,-7,57,-79,37,-84,-73,55,-67,113,0,0,0,0,0,0,0,0,014a5
597,597,0,1,1,-61,43,13,-66,-97,67,-68,4,8,2,23,17,-26,-3,29,-73,0,0,0,49,29,-68,38,-40,-8,18,-46,-4,3,-2,1,15,7,7,6,0,0,0,0,0,0,0,0,014a6
598,598,0,1,1,-14,5,9,-7,-7,-2,0,0,-11,-1,6,5,-8,4,2,-13,0,0,0,-17,-15,-10,2,0,1,0,-9,-67,51,-46,67,53,-73,54,-96,0,0,0,0,0,0,0,0,014a7
599,599,0,1,1,48,-51,4,64,82,-74,60,-10,9,-7,-35,-17,31,5,-30,62,0,0,0,-29,-24,45,-43,45,5,-8,48,16,0,1,-5,-1,-1,2,10,0,0,0,0,0,0,0,0,014a8
600,600,0,1,1,64,-48,-7,76,79,-75,50,-7,26,-2,-45,-20,37,5,-13,64,0,0,0,-45,-17,53,-58,36,-5,-29,33,65,-60,40,-74,-68,68,-65,105,0,0,0,0,0,0,0,0,014a9
601,601,0,1,1,52,-52,-6,69,75,-72,49,-8,10,-8,-27,-12,29,4,-17,61,0,0,0,-47,-28,54,-45,40,6,-16,43,36,-77,21,-69,-68,51,-58,89,0,0,0,0,0,0,0,0,014aa
602,602,0,1,1,53,-35,0,63,74,-68,41,-2,-3,-5,-28,-27,32,1,-24,58,0,0,0,-35,-26,48,-37,46,-1,-22,65,53,-72,48,-69,-58,56,-53,98,0,0,0,0,0,0,0,0,014ab
603,603,0,1,1,64,-32,-22,58,75,-74,46,-8,18,-3,-22,-16,26,-5,-28,57,0,0,0,-32,-31,55,-39,31,-8,-14,46,62,-63,34,-74,-70,62,-60,95,0,0,0,0,0,0,0,0,014ac
604,604,0,1,1,65,-48,-16,61,74,-70,60,-8,28,-1,-35,-9,35,-7,-31,52,0,0,0,-24,-17,63,-47,49,9,1,45,65,-46,42,-57,-73,51,-55,71,0,0,0,0,0,0,0,0,014ad
605,605,0,1,1,61,-36,-13,69,83,-68,62,0,-14,-4,-30,-23,35,-5,-26,58,0,0,0,-50,-20,66,-36,49,0,-26,48,64,-63,48,-59,-69,58,-62,100,0,0,0,0,0,0,0,0,014ae
606,606,0,1,1,13,8,-3,11,-7,-20,-8,-3,-6,0,3,3,-4,-6,2,-5,0,0,0,-14,-6,4,2,-4,-9,-15,2,59,-58,25,-73,-62,74,-51,88,0,0,0,0,0,0,0,0,014af
607,607,0,1,1,-77,53,18,-84,-101,82,-66,4,1,6,39,26,-45,0,35,-79,0,0,0,44,18,-80,40,-47,-3,16,-64,-2,-7,7,6,3,5,13,-11,0,0,0,0,0,0,0,0,014b0
608,608,0,1,1,-11,-3,-11,-12,-4,2,9,-1,-10,-3,-5,3,-2,-1,3,1,0,0,0,9,-14,-5,-1,-4,-4,6,-4,-68,46,-40,83,80,-66,79,-102,0,0,0,0,0,0,0,0,014b1
609,609,0,1,1,81,-50,-11,89,91,-96,55,-4,11,-4,-51,-37,46,-7,-24,82,0,0,0,-42,-25,81,-54,49,2,-23,51,21,2,17,-7,-18,-7,-16,-12,0,0,0,0,0,0,0,0,014b2
610,610,0,1,1,-11,-7,5,-5,20,3,-4,-1,10,-1,6,-15,-8,-7,7,3,0,0,0,7,-5,-16,-10,9,5,2,-8,67,-85,46,-83,-98,55,-88,110,0,0,0,0,0,0,0,0,014b3
611,611,0,1,1,-87,59,6,-98,-90,76,-64,5,-14,6,48,31,-39,0,23,-79,0,0,0,59,14,-73,45,-50,-10,7,-40,-14,-8,-19,-12,19,0,5,8,0,0,0,0,0,0,0,0,014b4
612,612,0,1,1,-73,62,8,-79,-101,79,-63,5,-21,5,42,20,-41,-7,20,-70,0,0,0,40,23,-52,54,-46,1,12,-46,-58,82,-37,76,83,-68,74,-111,0,0,0,0,0,0,0,0,014b5
613,613,0,1,1,-59,37,14,-70,-68,70,-52,1,-5,1,22,21,-38,-4,26,-60,0,0,0,26,17,-66,42,-33,2,17,-57,-65,65,-38,78,55,-72,67,-111,0,0,0,0,0,0,0,0,014b6
614,614,0,1,1,-58,48,21,-69,-82,72,-45,3,-28,5,35,31,-30,3,21,-59,0,0,0,21,15,-60,37,-42,-16,11,-47,-70,42,-45,60,67,-50,50,-95,0,0,0,0,0,0,0,0,014b7
615,615,0,1,1,-67,43,12,-68,-88,75,-44,3,-8,3,29,19,-47,3,26,-58,0,0,0,37,34,-40,55,-46,3,21,-39,-57,57,-37,66,58,-61,56,-101,0,0,0,0,0,0,0,0,014b8
616,616,0,1,1,-66,36,8,-71,-76,73,-59,5,-1,-3,25,26,-41,16,27,-68,0,0,0,35,27,-66,45,-41,-8,12,-58,-45,49,-30,76,47,-64,64,-100,0,0,0,0,0,0,0,0,014b9
617,617,0,1,1,-52,41,24,-55,-81,72,-47,4,-23,1,35,26,-39,-1,23,-63,0,0,0,17,23,-62,31,-34,-15,19,-52,-65,49,-56,69,80,-48,67,-98,0,0,0,0,0,0,0,0,014ba
618,618,0,1,1,-60,42,9,-69,-84,66,-42,3,-1,7,31,9,-42,-1,20,-63,0,0,0,37,28,-52,45,-38,5,24,-49,-63,57,-50,62,64,-64,58,-98,0,0,0,0,0,0,0,0,014bb
619,619,0,1,1,-81,43,4,-78,-73,78,-54,5,-19,2,44,30,-44,-2,14,-66,0,0,0,27,14,-63,46,-40,6,20,-51,-48,50,-34,74,61,-65,61,-105,0,0,0,0,0,0,0,0,014bc
620,620,0,1,1,1,-2,9,-3,-2,5,-6,0,-3,0,1,10,-5,-1,-5,0,0,0,0,-11,-8,15,3,-1,-2,-2,2,-42,76,-42,65,77,-56,62,-109,0,0,0,0,0,0,0,0,014bd
621,621,0,1,1,90,-52,-17,85,90,-87,60,-7,22,-8,-46,-40,49,10,-31,67,0,0,0,-42,-37,66,-54,40,-4,-15,39,-1,-3,5,0,-9,9,-7,-14,0,0,0,0,0,0,0,0,014be
622,622,0,1,1,-15,4,-3,6,14,3,-1,-3,-7,-1,-1,-10,-5,-7,-3,-3,0,0,0,16,-2,-14,-8,1,7,6,-3,50,-74,41,-78,-83,67,-77,100,0,0,0,0,0,0,0,0,014bf
623,623,0,1,1,-82,48,1,-85,-106,90,-57,5,-21,5,44,21,-47,2,23,-73,0,0,0,62,25,-74,56,-54,-6,16,-48,14,17,-1,-8,3,-8,-8,1,0,0,0,0,0,0,0,0,014c0
624,624,0,1,1,12,2,1,-8,-18,3,11,-3,1,-6,7,0,-3,15,-2,-1,0,0,0,-12,-3,6,2,-11,-10,0,6,-48,78,-31,85,76,-68,68,-114,0,0,0,0,0,0,0,0,014c1
625,625,0,1,1,70,-44,-8,81,101,-77,51,-6,4,-2,-25,-30,28,8,-21,71,0,0,0,-49,-21,66,-56,45,-12,-33,47,-11,-3,-5,-4,-7,11,-5,6,0,0,0,0,0,0,0,0,014c2
626,626,0,1,1,82,-50,-11,98,88,-88,56,-7,-2,-3,-32,-30,35,-8,-18,73,0,0,0,-42,-16,72,-47,39,0,-26,45,46,-73,39,-86,-73,76,-66,95,0,0,0,0,0,0,0,0,014c3
627,627,0,1,1,58,-40,1,72,62,-79,45,-9,13,-3,-34,-21,30,-8,-30,52,0,0,0,-29,-19,67,-41,43,4,-8,54,48,-72,38,-78,-64,60,-59,98,0,0,0,0,0,0,0,0,014c4
628,628,0,1,1,-9,-7,1,1,10,-4,-11,6,-3,1,4,-3,-6,0,-4,-6,0,0,0,-3,-2,-11,6,9,-3,-14,-5,50,-63,36,-64,-54,60,-51,105,0,0,0,0,0,0,0,0,014c5
629,629,0,1,1,-60,52,12,-70,-71,72,-48,2,-15,2,29,35,-38,-6,36,-56,0,0,0,26,29,-57,45,-29,-2,15,-48,12,4,6,14,0,-6,11,-10,0,0,0,0,0,0,0,0,014c6
630,630,0,1,1,3,3,-5,-1,-14,5,2,-1,-2,2,-7,10,3,-7,-4,4,0,0,0,1,2,-1,-6,-4,-9,8,-6,-58,53,-50,65,79,-67,63,-92,0,0,0,0,0,0,0,0,014c7
631,631,0,1,1,83,-59,-12,88,96,-90,61,-2,23,-2,-45,-29,52,-4,-25,73,0,0,0,-44,-17,75,-46,38,0,-29,47,3,-2,9,-17,-2,-5,-12,7,0,0,0,0,0,0,0,0,014c8
632,632,0,1,1,-7,10,-2,13,17,-16,-3,-6,14,0,0,-6,5,4,4,-1,0,0,0,11,-3,-1,-5,6,-1,3,1,67,-60,45,-69,-93,71,-74,100,0,0,0,0,0,0,0,0,014c9
633,633,0,1,1,-85,54,9,-78,-109,82,-72,11,-23,5,57,27,-50,-2,23,-82,0,0,0,48,23,-74,57,-49,15,19,-48,-4,-4,-8,8,4,5,3,0,0,0,0,0,0,0,0,0,014ca
634,634,0,1,1,-66,36,13,-68,-86,63,-62,3,-18,4,28,31,-36,-2,30,-67,0,0,0,33,22,-44,41,-33,-9,15,-45,-57,66,-35,88,78,-76,72,-115,0,0,0,0,0,0,0,0,014cb
